Domain;Subdomain;Skill
"Home Skills	Meals At Home	MH24. Keeps speaking volume at correct level";;
"Home Skills	Meals At Home	MH25. Talks when mouth is free of food";;
"Home Skills	Meals At Home	MH26. Puts trash in garbage can after a meal";;
"Home Skills	Meals At Home	MH27. Clears the table";;
"Home Skills	Meals At Home	MH28. Cleans table after a meal";;
"Home Skills	Meals At Home	MH29. Waits for answer when a person has food in their mouth";;
"Home Skills	Meals At Home Objectives	Learner will identify finger foods versus non-finger foods.";;
"Home Skills	Meals At Home Objectives	Learner will scoop both small food items and soft and sticky foods and deliver to mouth.";;
"Home Skills	Meals At Home Objectives	Learner will scoop liquids and food containing liquids (e.g., cereal) and deliver to mouth without spilling.";;
"Home Skills	Meals At Home Objectives	Learner will stab hard foods and scoop soft or small foods and deliver bite to mouth.";;
"Home Skills	Meals At Home Objectives	Learner will cut soft food items with the side of a fork.";;
"Home Skills	Meals At Home Objectives	Learner will use knife and fork together to cut and to slide food onto fork.";;
"Home Skills	Meals At Home Objectives	Learner will hold a glass or container and drink from a straw.";;
"Home Skills	Meals At Home Objectives	Learner will drink from a cup or a glass without spilling.";;
"Home Skills	Meals At Home Objectives	Learner will consistently place cup/glass in a location to decrease chance of it being knocked over while eating.";;
"Home Skills	Meals At Home Objectives	Learner will carry plates of food, bowls, and glasses with liquids to a table without spilling.";;
"Home Skills	Meals At Home Objectives	Learner will serve solid foods from larger dish onto a plate.";;
"Home Skills	Meals At Home Objectives	Learner will serve liquid foods from larger dish.";;
"Home Skills	Meals At Home Objectives	Learner will serve self a reasonable sized portion of each food dish to allow others to have some of each dish.";;
"Home Skills	Meals At Home Objectives	Learner will keep the table clean by consistently placing dirty utensils on a plate.";;
"Home Skills	Meals At Home Objectives	Learner will wipe mouth, face, and hands when dirty during and after a meal.";;
"Home Skills	Meals At Home Objectives	Learner will sit at meal table for at least 30 minutes without getting out of seat or disrupting meal.";;
"Home Skills	Meals At Home Objectives	Learner will consistently take appropriate size bites of food.";;
"Home Skills	Meals At Home Objectives	Learner will consistently eat at an appropriate pace, only puts food in mouth after last bite has been consumed, and finishes eating a meal in a reasonable amount of time.";;
"Home Skills	Meals At Home Objectives	Learner will consistently chew food with mouth closed.";;
"Home Skills	Meals At Home Objectives	Learner will pass serving dishes to others upon request.";;
"Home Skills	Meals At Home Objectives	Learner will consistently excuse self prior to reaching in front of others to get a food item or serving dish.";;
"Home Skills	Meals At Home Objectives	Learner will, when food items or dishes are not within reach, ask others to pass food item or serving dish.";;
"Home Skills	Meals At Home Objectives	During meals, learner will consistently engage in only appropriate conversation and not make disruptive noises.";;
"Home Skills	Meals At Home Objectives	Learner will consistently speak at an appropriate volume while eating.";;
"Home Skills	Meals At Home Objectives	Learner will only talk when mouth is free of food.";;
"Home Skills	Meals At Home Objectives	Learner will throw all meal-related trash into a garbage can.";;
"Home Skills	Meals At Home Objectives	Learner will take all items from table and return them to correct locations (e.g., condiments in refrigerator, dishes to sink or counter).";;
"Home Skills	Meals At Home Objectives	Learner will clean table after a meal.";;
"Home Skills	Meals At Home Objectives	Learner will attend to whether or not a person has food in mouth when asking a question and wait patiently for the person to swallow before receiving an answer.";;
"Home Skills	Dishes	DS1. Retrieves dishes from cupboards";;
"Home Skills	Dishes	DS2. Handles fragile dishes";;
"Home Skills	Dishes	DS3. Selects appropriate dishes for food items";;
"Home Skills	Dishes	DS4. Sets the table with appropriate items";;
"Home Skills	Dishes	DS5. Takes dirty dishes to sink";;
"Home Skills	Dishes	DS6. Puts dishes in dishwasher";;
"Home Skills	Dishes	DS7. Operates dishwasher";;
"Home Skills	Dishes	DS8. Unloads dishwasher";;
"Home Skills	Dishes	DS9. Prepares dishwater";;
"Home Skills	Dishes	DS10. Washes dishes";;
"Home Skills	Dishes	DS11. Rinses dishes";;
"Home Skills	Dishes	DS12. Stacks dishes in dish drainer";;
"Home Skills	Dishes	DS13. Cleans greasy pans";;
"Home Skills	Dishes	DS14. Cleans sharp knives";;
"Home Skills	Dishes	DS15. Cleans up spilled liquid when washing dishes";;
"Home Skills	Dishes	DS16. Dries dishes";;
"Home Skills	Dishes	DS17. Sorts silverware";;
"Home Skills	Dishes	DS18. Puts away glasses and dishes";;
"Home Skills	Dishes Objectives	Learner will retrieve a plate, bowl, glass, or cup from cupboards.";;
"Home Skills	Dishes Objectives	Learner will identify which dishes are fragile and handle them with care.";;
